package,version,date,source,pkg_source,Title,Descp
R6,2.5.1,2021-08-19,R 4.2.0,CRAN,Encapsulated Classes with Reference Semantics,"Creates classes with reference semantics, similar to R's built-in
    reference classes. Compared to reference classes, R6 classes are simpler
    and lighter-weight, and they are not built on S4 classes so they do not
    require the methods package. These classes allow public and private
    members, and they support inheritance, even when the classes are defined in
    different packages."
ragg,1.2.2,2022-02-21,R 4.2.0,CRAN,Graphic Devices Based on AGG,"Anti-Grain Geometry (AGG) is a high-quality and high-performance
    2D drawing library. The 'ragg' package provides a set of graphic devices 
    based on AGG to use as alternative to the raster devices provided through
    the 'grDevices' package."
rainbow,3.6,2019-01-29,R 4.2.0,CRAN,"Bagplots, Boxplots and Rainbow Plots for Functional Data",Visualizing functional data and identifying functional outliers.
randomForest,4.7-1,2022-02-03,R 4.2.0,CRAN,"Breiman and Cutler's Random Forests for Classification and
Regression","Classification and regression based on a forest of trees using random inputs, based on Breiman (2001) <DOI:10.1023/A:1010933404324>."
randomForestSRC,3.0.2,2022-03-02,R 4.2.0,CRAN,"Fast Unified Random Forests for Survival, Regression, and
Classification (RF-SRC)","Fast OpenMP parallel computing of Breiman's random forests for univariate, multivariate, unsupervised, survival, competing risks, class imbalanced classification and quantile regression. New Mahalanobis splitting for correlated outcomes.  Extreme random forests and randomized splitting.  Suite of imputation methods for missing data.  Fast random forests using subsampling. Confidence regions and standard errors for variable importance. New improved holdout importance. Case-specific importance.  Minimal depth variable importance. Visualize trees on your Safari or Google Chrome browser. Anonymous random forests for data privacy."
ranger,0.13.1,2021-07-14,R 4.2.0,CRAN,A Fast Implementation of Random Forests,"A fast implementation of Random Forests, particularly suited for high
          dimensional data. Ensembles of classification, regression, survival and
          probability prediction trees are supported. Data from genome-wide association
          studies can be analyzed efficiently. In addition to data frames, datasets of
          class 'gwaa.data' (R package 'GenABEL') and 'dgCMatrix' (R package 'Matrix') 
          can be directly analyzed."
Rankcluster,0.94.5,2021-01-27,R 4.2.0,CRAN,Model-Based Clustering for Multivariate Partial Ranking Data,"Implementation of a model-based clustering algorithm for
    ranking data (C. Biernacki, J. Jacques (2013) <doi:10.1016/j.csda.2012.08.008>). 
    Multivariate rankings as well as partial rankings are taken
    into account. This algorithm is based on an extension of the Insertion
    Sorting Rank (ISR) model for ranking data, which is a meaningful and
    effective model parametrized by a position parameter (the modal ranking,
    quoted by mu) and a dispersion parameter (quoted by pi). The heterogeneity
    of the rank population is modelled by a mixture of ISR, whereas conditional
    independence assumption is considered for multivariate rankings."
rapidjsonr,1.2.0,2020-03-08,R 4.2.0,CRAN,'Rapidjson' C++ Header Files,Provides JSON parsing capability through the 'Rapidjson' 'C++' header-only library. 
rappdirs,0.3.3,2021-01-31,R 4.2.0,CRAN,"Application Directories: Determine Where to Save Data, Caches,
and Logs","An easy way to determine which directories on the
    users computer you should use to save data, caches and logs. A port of
    Python's 'Appdirs' (<https://github.com/ActiveState/appdirs>) to
    R."
rapportools,1.1,2022-03-22,R 4.2.0,CRAN,"Miscellaneous (Stats) Helper Functions with Sane Defaults for
Reporting","Helper functions that act as wrappers to more advanced statistical
    methods with the advantage of having sane defaults for quick reporting."
raster,3.5-15,2022-01-22,R 4.2.0,CRAN,Geographic Data Analysis and Modeling,"Reading, writing, manipulating, analyzing and modeling of spatial data. The package implements basic and high-level functions for raster data and for vector data operations such as intersections. See the manual and tutorials on <https://rspatial.org/> to get started."
ratelimitr,0.4.1,2018-10-07,R 4.2.0,CRAN,Rate Limiting for R,Allows to limit the rate at which one or more functions can be called.
rclinicaltrials,1.4.7,2022-04-28,sachsmc/rclinicaltrials@97bf557c322d2ac4db2ed0861f735acdd0121786,Github,"Download Aggregate Trial Information and Results from
ClinicalTrials.gov","ClinicalTrials.gov is a registry and results database of publicly
    and privately supported clinical studies of human participants conducted
    around the world (see <https://clinicaltrials.gov/> for more information). 
    Users can search for information about and results from
    those trials. This provides a set of functions to interact with the search
    and download features. Results are downloaded to temporary directories and
    returned as R objects."
rcmdcheck,1.4.0,2021-09-27,R 4.2.0,CRAN,Run 'R CMD check' from 'R' and Capture Results,"Run 'R CMD check' from 'R' and capture the results
    of the individual checks. Supports running checks in the background,
    timeouts, pretty printing and comparing check results."
RcmdrMisc,2.7-2,2022-01-05,R 4.2.0,CRAN,R Commander Miscellaneous Functions,"
  Various statistical, graphics, and data-management functions used by the Rcmdr package in the R Commander GUI for R.  "
RColorBrewer,1.1-3,2022-04-03,R 4.2.0,CRAN,ColorBrewer Palettes,"Provides color schemes for maps (and other graphics)
        designed by Cynthia Brewer as described at http://colorbrewer2.org."
Rcpp,1.0.8.3,2022-03-17,R 4.2.0,CRAN,Seamless R and C++ Integration,"The 'Rcpp' package provides R functions as well as C++ classes which
 offer a seamless integration of R and C++. Many R data types and objects can be
 mapped back and forth to C++ equivalents which facilitates both writing of new
 code as well as easier integration of third-party libraries. Documentation
 about 'Rcpp' is provided by several vignettes included in this package, via the
 'Rcpp Gallery' site at <https://gallery.rcpp.org>, the paper by Eddelbuettel and
 Francois (2011, <doi:10.18637/jss.v040.i08>), the book by Eddelbuettel (2013,
 <doi:10.1007/978-1-4614-6868-4>) and the paper by Eddelbuettel and Balamuta (2018,
 <doi:10.1080/00031305.2017.1375990>); see 'citation(""Rcpp"")' for details."
RcppArmadillo,0.11.0.0.0,2022-04-04,R 4.2.0,CRAN,"'Rcpp' Integration for the 'Armadillo' Templated Linear Algebra
Library","'Armadillo' is a templated C++ linear algebra library (by Conrad
 Sanderson) that aims towards a good balance between speed and ease of
 use. Integer, floating point and complex numbers are supported, as
 well as a subset of trigonometric and statistics functions. Various
 matrix decompositions are provided through optional integration with
 LAPACK and ATLAS libraries.  The 'RcppArmadillo' package includes the
 header files from the templated 'Armadillo' library. Thus users do
 not need to install 'Armadillo' itself in order to use
 'RcppArmadillo'. From release 7.800.0 on, 'Armadillo' is licensed
 under Apache License 2; previous releases were under licensed as MPL
 2.0 from version 3.800.0 onwards and LGPL-3 prior to that;
 'RcppArmadillo' (the 'Rcpp' bindings/bridge to Armadillo) is licensed
 under the GNU GPL version 2 or later, as is the rest of 'Rcpp'.
 Armadillo requires a C++11 compiler."
RcppEigen,0.3.3.9.2,2022-04-08,R 4.2.0,CRAN,"'Rcpp' Integration for the 'Eigen' Templated Linear Algebra
Library","R and 'Eigen' integration using 'Rcpp'.
 'Eigen' is a C++ template library for linear algebra: matrices, vectors,
 numerical solvers and related algorithms.  It supports dense and sparse
 matrices on integer, floating point and complex numbers, decompositions of
 such matrices, and solutions of linear systems. Its performance on many
 algorithms is comparable with some of the best implementations based on
 'Lapack' and level-3 'BLAS'. The 'RcppEigen' package includes the header
 files from the 'Eigen' C++ template library (currently version 3.3.4). Thus
 users do not need to install 'Eigen' itself in order to use 'RcppEigen'.
 Since version 3.1.1, 'Eigen' is licensed under the Mozilla Public License
 (version 2); earlier version were licensed under the GNU LGPL version 3 or
 later. 'RcppEigen' (the 'Rcpp' bindings/bridge to 'Eigen') is licensed under
 the GNU GPL version 2 or later, as is the rest of 'Rcpp'."
